Nome,Preço,Marca,Categoria,Preço_02-05-2025,Preço_10-04-2025,Preço_13-04-2025,Preço_24-04-2025,Preço_30-04-2025
Cápsula L'Or Espresso Ristretto Com 20 Unidades,"R$ 38,99",L'Or,Café,"R$ 38,99","R$ 49,99","R$ 49,99","R$ 49,99","R$ 38,99"
Cápsula L'Or Espresso Sontuoso Com 10 Unidades,"R$ 24,99",L'Or,Café,"R$ 18,90","R$ 27,99","R$ 27,99","R$ 27,99","R$ 24,99"
"Cápsula L'Or Espresso Vanille 5,2g Com 10 Unidades","R$ 24,99",L'Or,Café,"R$ 18,90","R$ 27,99","R$ 27,99","R$ 27,99","R$ 24,99"
Cápsula L'Or Maranello Espresso Com 10 Unidades,"R$ 24,99",L'Or,Café,"R$ 18,90","R$ 27,99","R$ 27,99","R$ 27,99","R$ 24,99"
Cápsula L'Or Ristretto Imola Intenso Com 10 Unidades,"R$ 24,99",L'Or,Café,"R$ 18,90","R$ 27,99","R$ 27,99","R$ 27,99","R$ 24,99"
Cápsula L'Or Índia 52g Com 10 Unidades,"R$ 24,99",L'Or,Café,"R$ 18,90","R$ 27,99","R$ 27,99","R$ 27,99","R$ 24,99"
Cápsula Melitta Espresso Audacce 53g Com 10 Unidades,"R$ 19,90",Melitta,Café,"R$ 19,90","R$ 24,99","R$ 24,99","R$ 19,90","R$ 19,90"
"Cápsula Melitta Espresso Descafeinado Intenso 5,3g Com 10 Unidades","R$ 19,90",Melitta,Café,"R$ 19,90","R$ 24,99","R$ 24,99","R$ 19,90","R$ 19,90"
Cápsula Melitta Espresso Lungo Intenso Com 10 Unidades,"R$ 19,90",Melitta,Café,"R$ 19,90","R$ 24,99","R$ 24,99","R$ 19,90","R$ 19,90"
Cápsula Melitta Espresso Marcato 53g Com 10 Unidades,"R$ 19,90",Melitta,Café,"R$ 19,90","R$ 24,99","R$ 24,99","R$ 19,90","R$ 19,90"
Cápsula Melitta Espresso Ristretto 53g Com 10 Unidades,"R$ 19,90",Melitta,Café,"R$ 19,90","R$ 24,99","R$ 24,99","R$ 19,90","R$ 19,90"
Cápsula Nescafé Dolce Gusto Achocolatado Kit Kat Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Alpino Intense Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 24,99","R$ 21,98"
Cápsula Nescafé Dolce Gusto Alpino Tradicional Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Au Lait Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Caffè Matinal Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Caffè Matinal Com 10 Unidades + 2 Grátis,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Café Au Lait Baunilha Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Café Au Lait Desnatado Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Café Caseiro Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Café Caseiro Intenso Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Cappuccino Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Cappuccino Doce de Leite Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Cappuccino Moça Brigadeiro Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Chapada Diamantina Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 24,99","R$ 21,98"
"Cápsula Nescafé Dolce Gusto Chococcino 1,6g Com 10 Unidades","R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Doppio Espresso Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Espresso Alto Paranaíba Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90",,,"R$ 24,99","R$ 21,98"
Cápsula Nescafé Dolce Gusto Espresso Cerrado Mineiro Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Espresso Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Espresso Com 10 Unidades + 2 Grátis,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Espresso Intenso Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Espresso Intenso Com 10 Unidades + 2 Grátis,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
"Cápsula Nescafé Dolce Gusto Frappé 13,5g Com 10 Unidades","R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Galak & Alpino Com 16 Unidades,,Dolce Gusto,Café,,,,,
Cápsula Nescafé Dolce Gusto Gold Torra Clara Com 10 Unidades,"R$ 28,99",Dolce Gusto,Café,"R$ 28,99",,,"R$ 28,99","R$ 28,99"
Cápsula Nescafé Dolce Gusto Gold Torra Média Com 10 Unidades,"R$ 24,99",Dolce Gusto,Café,"R$ 24,99",,,"R$ 24,99","R$ 24,99"
Cápsula Nescafé Dolce Gusto Latte Macchiato Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 17,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Lungo Andes Com 10 Unidades,"R$ 19,98",Nescafé,Café,"R$ 19,98","R$ 24,99","R$ 19,90","R$ 24,99","R$ 19,98"
Cápsula Nescafé Dolce Gusto Lungo Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Lungo Orgânico 8g Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Melhores Espressos Com 34 Unidades + Xícara,,,,,0,0,,
Cápsula Nescafé Dolce Gusto Mochaccino Canela Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Neo Espresso Alto Paranaíba Com 10 Unidades,,,,,"R$ 24,99","R$ 19,90",,
Cápsula Nescafé Dolce Gusto Neo Espresso Delicate Com 10 Unidades,,,,,"R$ 19,90","R$ 19,90",,
Cápsula Nescafé Dolce Gusto Nescau 17g Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 18,90","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Nesquik Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
Cápsula Nescafé Dolce Gusto Pingado Com 10 Unidades,"R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
"Cápsula Nescafé Dolce Gusto Sensação 13,1g Com 10 Unidades","R$ 21,98",Dolce Gusto,Café,"R$ 16,90","R$ 24,99","R$ 19,90","R$ 19,90","R$ 21,98"
"Cápsula Nescafé Farmer Origins Espresso Colômbia 5,3g Com 10 Unidades",,Nescafé,Café,,0,0,,
Cápsula Nescafé Nespresso Colombia Com 10 Unidades,"R$ 19,98",Nescafé,Café,"R$ 19,98","R$ 24,99","R$ 19,90","R$ 24,99","R$ 19,98"
Cápsula Nescafé Nespresso Farmers Origins Brazil Com 10 Unidades,"R$ 19,98",Nescafé,Café,"R$ 19,98","R$ 24,99","R$ 19,90","R$ 24,99","R$ 19,98"
Cápsula Nescafé Nespresso Farmers Origins South Asia Com 10 Unidades,"R$ 27,99",Nescafé,Café,"R$ 27,99",,,"R$ 27,99","R$ 27,99"
Cápsula Nescafé Nespresso India Espresso Com 10 Unidades,"R$ 19,98",Nescafé,Café,"R$ 19,98","R$ 24,99","R$ 19,90","R$ 24,99","R$ 19,98"
Cápsula Nescafé Nespresso Mexico Espresso Com 10 Unidades,"R$ 19,98",Nescafé,Café,"R$ 19,98","R$ 24,99","R$ 19,90","R$ 24,99","R$ 19,98"
"Cápsula Nescafé Starbucks Americano House Blend 8,5g Com 10 Unidades","R$ 21,98",Starbucks,Café,"R$ 21,98","R$ 28,99","R$ 19,90","R$ 28,99","R$ 21,98"
Cápsula Nescafé Starbucks Cappuccino 10g Com 10 Unidades,"R$ 21,98",Starbucks,Café,"R$ 21,98","R$ 28,99","R$ 19,90","R$ 28,99","R$ 21,98"
Cápsula Nescafé Starbucks Cappuccino 120g,,,,,0,0,,
"Cápsula Nescafé Starbucks Caramel Macchiato 10,6g Com 10 Unidades","R$ 21,98",Starbucks,Café,"R$ 21,98","R$ 28,99","R$ 19,90","R$ 28,99","R$ 21,98"
"Cápsula Nescafé Starbucks Espresso Colômbia 5,5g Com 10 Unidades","R$ 21,98",Starbucks,Café,"R$ 21,98","R$ 28,99","R$ 19,90","R$ 28,99","R$ 21,98"
"Cápsula Nescafé Starbucks Latte Macchiato 10,7g Com 10 Unidades","R$ 21,98",Starbucks,Café,"R$ 21,98","R$ 28,99","R$ 19,90","R$ 28,99","R$ 21,98"
Cápsula Orfeu Arara Varietais Com 10 Unidades,"R$ 28,99",Orfeu,Café,"R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99"
Cápsula Orfeu Bourbon Amarelo Com 10 Unidades,"R$ 28,99",Orfeu,Café,"R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99"
Cápsula Orfeu Café Torrado e Moído Acauá Com 10 Unidades,"R$ 28,99",Orfeu,Café,"R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99"
Cápsula Orfeu Café Torrado e Moído Clássico Com 20 Unidades,"R$ 49,39",Orfeu,Café,"R$ 49,39","R$ 54,99","R$ 49,39","R$ 54,99","R$ 49,39"
Cápsula Orfeu Clássico 5g Com 10 Unidades,"R$ 28,99",Orfeu,Café,"R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99"
Cápsula Orfeu Intenso Com 10 Unidades,"R$ 28,99",Orfeu,Café,"R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99"
Cápsula Orfeu Japy Varietais Com 10 Unidades,"R$ 28,99",Orfeu,Café,"R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99"
Cápsula Orfeu Orgânica Com 10 Unidades,"R$ 28,99",Orfeu,Café,"R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99"
Cápsula Pilão Espresso 12 104g,"R$ 34,99",Pilao,Café,"R$ 34,99","R$ 38,99","R$ 38,99","R$ 38,99","R$ 34,99"
Cápsula Pilão Espresso Cafeteria Com 10 Unidades,,Pilao,Café,,0,0,,
Cápsula Pilão Espresso Clássico Com 10 Unidades,"R$ 17,99",Pilao,Café,"R$ 17,99","R$ 22,99","R$ 22,99","R$ 22,99","R$ 22,99"
Cápsula Pilão Espresso Extraforte Com 10 Unidades,"R$ 17,99",Pilao,Café,"R$ 17,99","R$ 22,99","R$ 22,99","R$ 22,99","R$ 17,99"
Cápsula Pilão Espresso Extremo Com 10 Unidades,"R$ 17,99",Pilao,Café,"R$ 17,99","R$ 22,99","R$ 22,99","R$ 22,99","R$ 19,98"
Cápsula Pilão Espresso Forte Com 10 Unidades,"R$ 17,99",Pilao,Café,"R$ 17,99","R$ 14,99","R$ 22,99","R$ 22,99","R$ 19,98"
Cápsula Pilão Espresso Fortissimo Com 10 Unidades,"R$ 17,99",Pilao,Café,"R$ 17,99","R$ 22,99","R$ 22,99","R$ 22,99","R$ 19,98"
Cápsula Pilão Espresso Intenso Com 10 Unidades,"R$ 17,99",Pilao,Café,"R$ 17,99","R$ 22,99","R$ 22,99","R$ 22,99","R$ 19,98"
Cápsula Pilão Espresso Tradicional Com 10 Unidades,"R$ 17,99",Pilao,Café,"R$ 17,99","R$ 22,99","R$ 22,99","R$ 22,99","R$ 19,98"
Cápsula Pilão Lungo 8 104g,,Pilao,Café,,"R$ 38,99","R$ 38,99","R$ 38,99",
Cápsula Starbucks Caffè Verona Com 10 Unidades,"R$ 21,98",Starbucks,Café,"R$ 21,98","R$ 28,99","R$ 28,99","R$ 28,99","R$ 21,98"
Cápsula Starbucks Café Torrado e Moído Com 40 Unidades + Caneca,"R$ 115,96",Starbucks,Café,"R$ 115,96","R$ 115,96","R$ 115,96","R$ 115,96","R$ 115,96"
Cápsula Starbucks Nespresso Espresso Roast Com 10 Unidades,"R$ 21,98",Starbucks,Café,"R$ 21,98","R$ 28,99","R$ 28,99","R$ 28,99","R$ 21,98"
Cápsula Starbucks Nespresso House Blend Com 10 Unidades,"R$ 21,98",Starbucks,Café,"R$ 21,98","R$ 28,99","R$ 28,99","R$ 28,99","R$ 21,98"
Cápsula Starbucks Nespresso Pike Place Com 10 Unidades,"R$ 21,98",Starbucks,Café,"R$ 21,98","R$ 28,99","R$ 28,99","R$ 28,99","R$ 21,98"
Cápsula TRES Café Com Leite Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Café Filtrado Gourmet Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Café Filtrado Tradicional Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Café Latte Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Cappuccino Avelã Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Cappuccino Classic Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Cappuccino Doce de Leite Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Cappuccino Napolitano Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Cappuccino Vegano Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Chai Latte Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Chocolate Rituais 85+ Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Chocolatto Caramello Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Chocolatto Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Espresso Ameno Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Espresso Atento Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Espresso Forza Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Espresso Pleno Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Espresso Star Wars Darth Vader Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Espresso Star Wars Mestre Yoda Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Espresso Supremo Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Espresso Vibrante Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Exotico Rituais 85+ Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Latte Macchiato Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Supremo Macchiato Bailey's Com 10 Unidades,"R$ 22,90",TRES,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula TRES Torrado e Moído Índia Com 10 Unidades,"R$ 22,90",3 Corações,Café,"R$ 22,90","R$ 23,99","R$ 23,99","R$ 17,90","R$ 22,90"
Cápsula de Chá 3 Corações Noites Tranquilas Com 10 Unidades,"R$ 16,90",TRES,Café,"R$ 16,90","R$ 16,90","R$ 16,90","R$ 16,90","R$ 16,90"
Cúrcuma Em Pó Br Spices 60g,"R$ 10,99",Br Spices,Temperos E Condimentos,"R$ 10,99","R$ 11,99","R$ 11,99","R$ 11,99","R$ 10,99"
Dadinho de Batata Bem Brasil Com Queijo 400g,"R$ 6,99",Bem Brasil,Legumes Congelados,"R$ 6,99","R$ 7,99","R$ 7,99","R$ 6,99","R$ 6,99"
Dadinho de Tapioca Catupiry Com Catupiry Original 300g,"R$ 29,99",Catupiry,Sucos E Sobremesas,"R$ 29,99","R$ 27,99","R$ 27,99","R$ 29,99","R$ 29,99"
Damasco Em Calda Delphi 310g,"R$ 22,99",Delphi,Doces,"R$ 22,99",0,0,"R$ 22,99","R$ 22,99"
Damasco Turco Bandeja 150g,"R$ 18,99",Pague Menos,Frutas Secas,"R$ 18,99","R$ 18,99","R$ 18,99","R$ 15,99","R$ 18,99"
Deo Colônia Kolene Cachinhos 200ml,"R$ 16,99",Kolene,Banho Infantil,"R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99"
Descolorante Biocolor Em Pó 50g,"R$ 14,99",Biocolor,Cabelos,"R$ 14,99","R$ 14,99","R$ 14,99","R$ 14,99","R$ 14,99"
Desembaraçante Trá Lá Lá Spray Hidra Kids 300ml,"R$ 19,99",Trá Lá Lá,Cabelos,"R$ 19,99","R$ 19,99","R$ 19,99","R$ 19,99","R$ 19,99"
Desengordurante Ajax Cozinha 500ml,"R$ 10,98",Ajax,Cozinha,"R$ 10,98","R$ 4,98","R$ 4,98","R$ 10,98","R$ 10,98"
Desengordurante Mr. Músculo Cozinha Oferta Especial 500ml,"R$ 14,49",Mr Músculo,Cozinha,"R$ 14,49","R$ 14,49","R$ 14,49","R$ 14,49","R$ 14,49"
Desengordurante Spray Veja Cozinha Laranja 500ml,"R$ 27,99",Veja,Cozinha,"R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99"
Desengordurante Spray Veja Cozinha Limão 500ml,"R$ 27,99",Veja,Cozinha,"R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99"
Desengordurante Uni Limp 40ml Capim Limão Com 2 Cápsulas,"R$ 18,99",Uni Limp,Cozinha,"R$ 18,99","R$ 25,99","R$ 18,99","R$ 18,99","R$ 18,99"
Desengordurante Uni Limp 40ml Capim Limão Com 2 Cápsulas + Frasco,"R$ 21,90",Uni Limp,Cozinha,"R$ 21,90","R$ 31,59","R$ 21,99","R$ 21,90","R$ 21,90"
Desengordurante Veja Cozinha Limão 500ml,"R$ 15,49",Veja,Cozinha,"R$ 15,49","R$ 15,49","R$ 15,49","R$ 15,49","R$ 15,49"
Desengordurante Veja Cozinha Limão Refil Econômico 400ml,"R$ 10,59",Veja,Cozinha,"R$ 10,59","R$ 10,59","R$ 10,59","R$ 10,59","R$ 10,59"
Desengordurante de Cozinha Mr. Músculo Limão Refil 400ml,"R$ 12,79",Mr Músculo,Cozinha,"R$ 12,79","R$ 12,79","R$ 12,79","R$ 12,79","R$ 12,79"
Desentupidor Bettanin Noviça Turbo,"R$ 27,79",Bettanin,Utensílios de limpeza,"R$ 27,79","R$ 27,79","R$ 27,79","R$ 27,79","R$ 27,79"
Desentupidor Diabo Verde 300g,"R$ 23,99",Diabo Verde,Casa,"R$ 23,99","R$ 23,99","R$ 23,99","R$ 23,99","R$ 23,99"
Desentupidor Líquido Diabo Verde 1l,"R$ 46,99",Diabo Verde,Casa,"R$ 46,99","R$ 46,99","R$ 46,99","R$ 46,99","R$ 46,99"
Desentupidor Melare Destop Pequeno,"R$ 11,59",Melare,Utensílios de limpeza,"R$ 11,59","R$ 11,59","R$ 11,59","R$ 11,59","R$ 11,59"
Desincrustante de Louça Sanitária Duratto 500ml,"R$ 13,98",Duratto,Banheiro,"R$ 13,98","R$ 16,99","R$ 16,99","R$ 13,98","R$ 13,98"
Desinfetante Aerosol Lysoform Citrus 360ml,"R$ 32,99",Lysoform,Casa,"R$ 32,99","R$ 32,99","R$ 32,99","R$ 32,99","R$ 32,99"
Desinfetante Aerosol Lysoform Lavanda 360ml,"R$ 32,99",Lysoform,Casa,"R$ 32,99","R$ 32,99","R$ 32,99","R$ 32,99","R$ 32,99"
Desinfetante Barbarex Algas 2l,"R$ 6,49",Barbarex,Casa,"R$ 6,49","R$ 5,98","R$ 5,98","R$ 6,49","R$ 6,49"
Desinfetante Barbarex Algas 5l,"R$ 15,89",Barbarex,Casa,"R$ 15,89","R$ 15,89","R$ 15,89","R$ 15,89","R$ 15,89"
Desinfetante Barbarex Floral 2l,"R$ 6,49",Barbarex,Casa,"R$ 6,49","R$ 5,98","R$ 5,98","R$ 6,49","R$ 6,49"
Desinfetante Barbarex Flores do Campo 2l,"R$ 6,49",Barbarex,Casa,"R$ 6,49","R$ 5,98","R$ 5,98","R$ 6,49","R$ 6,49"
Desinfetante Barbarex Flores do Campo 5l,"R$ 15,89",Barbarex,Casa,"R$ 15,89","R$ 15,89","R$ 15,89","R$ 15,89","R$ 15,89"
Desinfetante Barbarex Sensações 2l,"R$ 6,49",Barbarex,Casa,"R$ 6,49","R$ 5,98","R$ 5,98","R$ 6,49","R$ 6,49"
Desinfetante Barbarex Violex 2l,"R$ 6,49",Barbarex,Casa,"R$ 6,49","R$ 5,98","R$ 5,98","R$ 6,49","R$ 6,49"
Desinfetante Barbarex Violex 5l,"R$ 15,89",Barbarex,Casa,"R$ 15,89","R$ 15,89","R$ 15,89","R$ 15,89","R$ 15,89"
Desinfetante Cif Multiuso + Antibac 500ml,"R$ 8,99",Cif,Casa,"R$ 8,99","R$ 8,99","R$ 8,99","R$ 8,99","R$ 8,99"
Desinfetante Cloro Gel Lysoform Citrus 500ml,"R$ 15,99",Lysoform,Casa,"R$ 15,99","R$ 15,99","R$ 15,99","R$ 15,99","R$ 15,99"
Desinfetante Lysoform 5l,"R$ 59,90",Lysoform,Casa,"R$ 59,90",,,"R$ 59,90","R$ 59,90"
Desinfetante Lysoform Aero Lembranças Da Infância 360ml,"R$ 32,99",Lysoform,Casa,"R$ 32,99","R$ 32,99","R$ 32,99","R$ 32,99","R$ 32,99"
Desinfetante Lysoform Aero Original 360ml,"R$ 32,99",Lysoform,Casa,"R$ 32,99","R$ 32,99","R$ 32,99","R$ 32,99","R$ 32,99"
Desinfetante Lysoform Bruto 500ml,"R$ 10,99",Lysoform,Casa,"R$ 10,99","R$ 10,99","R$ 10,99","R$ 10,99","R$ 10,99"
Desinfetante Lysoform Citrus 1l,"R$ 19,99",Lysoform,Casa,"R$ 19,99","R$ 13,29","R$ 13,29","R$ 19,99","R$ 19,99"
Desinfetante Lysoform Citrus 2l,"R$ 29,99",Lysoform,Casa,"R$ 18,99","R$ 21,98","R$ 21,98","R$ 17,90","R$ 29,99"
Desinfetante Lysoform Cloro Gel Original 500ml,"R$ 15,99",Lysoform,Casa,"R$ 15,99","R$ 15,99","R$ 15,99","R$ 15,99","R$ 15,99"
Desinfetante Lysoform Lavanda 1l,"R$ 19,99",Lysoform,Casa,"R$ 19,99","R$ 13,29","R$ 13,29","R$ 19,99","R$ 19,99"
Desinfetante Lysoform Lavanda 2l,"R$ 29,99",Lysoform,Casa,"R$ 18,99","R$ 21,98","R$ 21,98","R$ 17,90","R$ 29,99"
Desinfetante Lysoform Lavanda 500ml,"R$ 10,99",Lysoform,Casa,"R$ 10,99","R$ 10,99","R$ 10,99","R$ 10,99","R$ 10,99"
Desinfetante Lysoform Original 1l,"R$ 19,99",Lysoform,Casa,"R$ 19,99","R$ 13,29","R$ 13,29","R$ 19,99","R$ 19,99"
Desinfetante Lysoform Original 2l,"R$ 29,99",Lysoform,Casa,"R$ 18,99","R$ 21,98","R$ 21,98","R$ 17,90","R$ 29,99"
Desinfetante Lysoform Original 500ml,"R$ 19,99",Lysoform,Casa,"R$ 19,99","R$ 19,99","R$ 19,99","R$ 19,99","R$ 19,99"
Desinfetante Lysoform Original Pet 1l,"R$ 22,99",Lysoform,Casa,"R$ 22,99","R$ 22,99","R$ 22,99","R$ 19,90","R$ 22,99"
Desinfetante Lysoform Suave 1l,"R$ 19,99",Lysoform,Casa,"R$ 19,99","R$ 13,29","R$ 13,29","R$ 19,99","R$ 19,99"
