Nome,Preço,Marca,Categoria,Preço_02-05-2025,Preço_10-04-2025,Preço_13-04-2025,Preço_24-04-2025,Preço_30-04-2025
Enxaguante Bucal Listerine Melancia & Hortelã 250ml,"R$ 16,99",Listerine,Higiene Oral,"R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99"
Enxaguante Bucal Listerine Melancia & Hortelã 500ml,"R$ 23,99",Listerine,Higiene Oral,"R$ 23,99","R$ 16,90","R$ 16,90","R$ 16,90","R$ 23,99"
Enxaguante Bucal Listerine Menta Suave Zero Álcool 250ml,"R$ 16,99",Listerine,Higiene Oral,"R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99"
Enxaguante Bucal Listerine Menta Zero Álcool Leve 500ml Pague 350ml,"R$ 21,99",Listerine,Higiene Oral,"R$ 21,99","R$ 16,90","R$ 16,90","R$ 16,90","R$ 21,99"
Enxaguante Bucal Listerine Tartar Control Zero Alcool 500ml,"R$ 32,99",Listerine,Higiene Oral,"R$ 32,99","R$ 29,99","R$ 29,99","R$ 32,99","R$ 32,99"
Enxaguante Bucal Listerine Tartar Control Zero Álcool 250ml,,Listerine,Higiene Oral,,0,0,,
Enxaguante Bucal Oral-B 100% De Sua Boca Cuidada Dia 500ml,"R$ 21,99",Oral-B,Higiene Oral,"R$ 21,99","R$ 21,99","R$ 21,99","R$ 21,99","R$ 21,99"
Enxaguante Bucal Oral-B 100% Menta Refrescante 1l,"R$ 33,99",Oral-B,Higiene Oral,"R$ 33,99","R$ 33,99","R$ 33,99","R$ 33,99","R$ 33,99"
Enxaguante Bucal Oral-B Complete Hortelã 500ml,,Oral-B,Higiene Oral,,0,0,,
Enxaguante Bucal Oral-B Complete Menta 500ml,"R$ 19,99",Oral-B,Higiene Oral,"R$ 19,99","R$ 19,99","R$ 19,99","R$ 19,99","R$ 19,99"
Erva Doce Angélica 10g,"R$ 3,09",Angélica,Temperos E Condimentos,,"R$ 3,09","R$ 3,09","R$ 3,09","R$ 3,09"
Erva Doce Kitano 40g,"R$ 14,99",Kitano,Temperos E Condimentos,,"R$ 14,99","R$ 14,99","R$ 14,99","R$ 14,99"
Erva Doce Kitano 8g,"R$ 4,15",Kitano,Temperos E Condimentos,"R$ 4,15","R$ 4,15","R$ 4,15","R$ 4,15","R$ 4,15"
Erva Mate Laranjeiras Chimarrão A Vácuo 1kg,"R$ 25,99",Laranjeiras,"Água, Energéticos e Chás","R$ 25,99","R$ 25,99","R$ 25,99","R$ 25,99","R$ 25,99"
Erva Mate Laranjeiras Terere Abacaxi Com Menta 500g,"R$ 13,99",Laranjeiras,"Água, Energéticos e Chás","R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99"
Erva Mate Laranjeiras Terere Limão 500g,"R$ 13,99",Laranjeiras,"Água, Energéticos e Chás","R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99"
Erva Mate Laranjeiras Terere Natural 500g,"R$ 9,79",Laranjeiras,"Água, Energéticos e Chás","R$ 9,79","R$ 9,79","R$ 9,79","R$ 9,79","R$ 9,79"
Ervas Finas Angélica 10g,"R$ 2,55",Angélica,Temperos E Condimentos,"R$ 2,55","R$ 2,55","R$ 2,55","R$ 2,55","R$ 2,55"
Ervas Finas Angélica By Chef 20g,"R$ 6,79",Angélica,Temperos E Condimentos,"R$ 6,79","R$ 6,79","R$ 6,79","R$ 6,79","R$ 6,79"
Ervas Finas Multi Gosto 12g,"R$ 5,15",Multi Gosto,Temperos E Condimentos,"R$ 5,15","R$ 5,15","R$ 5,15","R$ 5,15","R$ 5,15"
Ervas de Provence Multi Gosto 18g,"R$ 5,15",Multi Gosto,Temperos E Condimentos,"R$ 5,15","R$ 5,15","R$ 5,15","R$ 5,15","R$ 5,15"
Ervilha Bonduelle Disney Lata 160g,"R$ 12,99",Bonduelle,Conservas E Enlatados,"R$ 12,99","R$ 12,99","R$ 12,99","R$ 12,99","R$ 12,99"
Ervilha Congelada Sadia Veg&Tal 300g,"R$ 6,99",Sadia,Legumes Congelados,"R$ 6,99","R$ 6,99","R$ 6,99","R$ 6,99","R$ 6,99"
Ervilha Em Conserva Cepêra 170g,,Cepera,Conservas E Enlatados,,"R$ 5,99","R$ 5,99",,
Ervilha Em Conserva Knorr 170g,"R$ 4,59",Knorr,Conservas E Enlatados,"R$ 4,59","R$ 4,59","R$ 4,59","R$ 4,59","R$ 4,59"
Ervilha Em Conserva Quero 170g,"R$ 3,99",Quero,Conservas E Enlatados,"R$ 3,99","R$ 4,29","R$ 4,29","R$ 4,29","R$ 3,99"
Ervilha Fugini 170g,"R$ 3,49",Fugini,Conservas E Enlatados,"R$ 3,49","R$ 3,49","R$ 3,49","R$ 3,49","R$ 3,49"
Ervilha Olé Vidro 200g,,Ole,Conservas E Enlatados,,0,0,,
Ervilha Partida Angélica 300g,"R$ 9,79",Angélica,Conservas E Enlatados,"R$ 9,79","R$ 9,79","R$ 9,79","R$ 9,79","R$ 9,79"
Ervilha Predilecta 170g,"R$ 3,75",Predilecta,Conservas E Enlatados,"R$ 3,75","R$ 3,75","R$ 3,75","R$ 3,75","R$ 3,75"
Ervilha Seara Nature Congelada 300g,"R$ 8,49",Seara,Legumes Congelados,"R$ 8,49","R$ 8,49","R$ 8,49","R$ 8,49","R$ 8,49"
Ervilha Tradicional Bonduelle 170g,"R$ 4,79",Bonduelle,Conservas E Enlatados,"R$ 4,79","R$ 4,79","R$ 4,79","R$ 4,79","R$ 4,79"
Ervilha Yoki Tipo 2 Partida 400g,"R$ 13,99",Yoki,Conservas E Enlatados,"R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99"
Ervilha e Milho Quero Lata 170g,"R$ 5,99",Quero,Conservas E Enlatados,"R$ 5,99","R$ 5,99","R$ 5,99","R$ 5,99","R$ 5,99"
Ervilha e Milho Quero Sachê 170g,"R$ 4,99",Quero,Conservas E Enlatados,"R$ 4,99","R$ 5,49","R$ 5,49","R$ 5,49","R$ 4,99"
Ervilhas Finas Congeladas D'Aucy 300g,"R$ 7,49",D'Aucy,Legumes Congelados,"R$ 7,49","R$ 7,49","R$ 7,49","R$ 7,49","R$ 7,49"
Ervilhas Finas D'Aucy Congeladas 1kg,"R$ 24,99",D'Aucy,Legumes Congelados,"R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99"
Ervilhas Muito Finas Bonduelle 280g,"R$ 24,99",Bonduelle,Conservas E Enlatados,"R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99"
Escavadeira de Brinquedo Apolo Cores Sortidas,,Apolo,Mamãe e Bebê,,0,0,,
Escondidinho Sadia Carne Moída 600g,"R$ 24,99",Sadia,Pratos Prontos,"R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99"
Escondidinho Seara Calabresa 600g,"R$ 21,99",Seara,Pratos Prontos,"R$ 21,99","R$ 21,99","R$ 21,99","R$ 21,99","R$ 21,99"
Escondidinho Seara Carne Moída 600g,"R$ 21,99",Seara,Pratos Prontos,"R$ 21,99","R$ 21,99","R$ 21,99","R$ 21,99","R$ 21,99"
Escondidinho Seara Incrível Carne Moída 100% Vegetal 350g,"R$ 26,99",Seara,Pratos Prontos,"R$ 26,99","R$ 26,99","R$ 26,99","R$ 26,99","R$ 26,99"
Escondidinho de Batata Com Carne Moída Seara Na Panelinha 300g,"R$ 12,98",Seara,Pratos Prontos,"R$ 12,98","R$ 18,99","R$ 18,99","R$ 18,99","R$ 12,98"
Escorredor Massa Sanremo Com Cabo349,"R$ 17,99",Sanremo,Cozinha,"R$ 17,99","R$ 17,99","R$ 17,99","R$ 17,99","R$ 17,99"
Escorredor Massa Santana Com Alça,"R$ 16,99",Santana,Cozinha,"R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99"
Escorredor Plástico Para Talheres Sanremo Com Divisão,"R$ 14,89",Sanremo,Cozinha,"R$ 14,89","R$ 14,89","R$ 14,89","R$ 14,89","R$ 14,89"
Escorredor de Arroz Uni Lar Inox 30cm,"R$ 19,90",Uni Lar,Cozinha,"R$ 19,90","R$ 39,90","R$ 39,90","R$ 19,90","R$ 19,90"
Escorredor de Massas Uni Lar Inox 21cm,,,,,"R$ 29,99","R$ 29,99",,
Escorredor de Massas Uni Lar Inox Com Alça 24cm,,,,,"R$ 36,99","R$ 36,99",,
Escorredor de Massas Uni Lar Inox Com Alça 28cm,,,,,"R$ 48,99","R$ 48,99",,
Escorredor de Pratos Plasútil Decorado Sortidos,"R$ 64,90",Plasutil,Cozinha,"R$ 64,90","R$ 64,90","R$ 64,90","R$ 64,90","R$ 64,90"
Escova Dental Bitufo Cocoricó,"R$ 11,99",Bitufo,Higiene Bucal Infantil,"R$ 11,99","R$ 15,99","R$ 11,99","R$ 15,99","R$ 11,99"
Escova Dental Bitufo Dois Tufos Extra Macia Unidade,"R$ 25,99",Bitufo,Higiene Oral,"R$ 25,99","R$ 25,99","R$ 25,99","R$ 25,99","R$ 25,99"
Escova Dental Bitufo Kids Miraculous,"R$ 11,99",Bitufo,Higiene Bucal Infantil,"R$ 11,99","R$ 17,79","R$ 11,99","R$ 17,79","R$ 11,99"
Escova Dental Colgate 360º Carvão Com 2 Unidades,"R$ 25,99",Colgate,Higiene Oral,"R$ 25,99","R$ 22,99","R$ 22,99","R$ 25,99","R$ 25,99"
Escova Dental Colgate 360º Com 2 Unidades,"R$ 25,99",Colgate,Higiene Oral,"R$ 25,99","R$ 22,99","R$ 22,99","R$ 25,99","R$ 25,99"
Escova Dental Colgate 360º Luminous White Advanced Com 2 Unidades,"R$ 25,99",Colgate,Higiene Oral,"R$ 25,99","R$ 22,99","R$ 22,99","R$ 25,99","R$ 25,99"
Escova Dental Colgate Carvão Slim Soft Com 4 Unidades,"R$ 36,99",Colgate,Higiene Oral,"R$ 36,99","R$ 34,99","R$ 34,99","R$ 34,99","R$ 36,99"
Escova Dental Colgate Carvão Zig Zag Com 2 Unidades,"R$ 9,70",Colgate,Higiene Oral,"R$ 9,70","R$ 10,39","R$ 10,39","R$ 9,90","R$ 9,70"
Escova Dental Colgate Classic Clean Com 3 Unidades,"R$ 13,99",Colgate,Higiene Oral,"R$ 13,99","R$ 13,49","R$ 13,49","R$ 13,99","R$ 13,99"
Escova Dental Colgate Classic Clean Longa Média,"R$ 4,19",Colgate,Higiene Oral,"R$ 4,19","R$ 4,49","R$ 4,49","R$ 5,99","R$ 4,19"
Escova Dental Colgate Colors Com 5 Unidades,"R$ 24,99",Colgate,Higiene Oral,"R$ 24,99","R$ 24,99","R$ 24,99","R$ 31,99","R$ 24,99"
Escova Dental Colgate Extra Clean Com 3 Unidades,"R$ 19,99",Colgate,Higiene Oral,"R$ 19,99","R$ 19,99","R$ 19,99","R$ 19,99","R$ 19,99"
Escova Dental Colgate Gengiva Therapy,"R$ 25,99",Colgate,Higiene Oral,"R$ 25,99","R$ 26,99","R$ 26,99","R$ 25,99","R$ 25,99"
Escova Dental Colgate Gengiva Therapy Carvão,"R$ 25,69",Colgate,Higiene Oral,"R$ 25,69","R$ 27,99","R$ 27,99","R$ 27,99","R$ 25,69"
Escova Dental Colgate Minions Com 2 Unidades,"R$ 25,99",Colgate,Higiene Bucal Infantil,"R$ 25,99","R$ 29,99","R$ 29,99","R$ 28,99","R$ 25,99"
Escova Dental Colgate Sensitive Ultra Suave Macia,"R$ 17,49",Colgate,Higiene Oral,"R$ 17,49","R$ 17,29","R$ 17,29","R$ 22,99","R$ 17,49"
Escova Dental Colgate Slim Soft Black Com 2 Unidades,"R$ 22,99",Colgate,Higiene Oral,"R$ 18,49","R$ 22,99","R$ 19,90","R$ 18,89","R$ 22,99"
Escova Dental Colgate Smiles Com 2 Unidades,"R$ 25,99",Colgate,Higiene Bucal Infantil,"R$ 25,99","R$ 29,99","R$ 29,99","R$ 28,99","R$ 25,99"
Escova Dental Colgate Smiles Minions Com 2 Unidades,"R$ 21,90",Colgate,Higiene Bucal Infantil,"R$ 21,90","R$ 18,49","R$ 18,49","R$ 29,99","R$ 21,90"
Escova Dental Colgate Total Limpeza Espumosa Com 2 Unidades,"R$ 29,99",Colgate,Higiene Oral,"R$ 29,99","R$ 29,99","R$ 29,99","R$ 29,99","R$ 29,99"
Escova Dental Colgate Tripla Ação Com 2 Unidades,"R$ 13,99",Colgate,Higiene Oral,"R$ 13,99","R$ 14,99","R$ 14,99","R$ 13,99","R$ 13,99"
Escova Dental Colgate Twister Macia Com 2 Unidades,"R$ 19,99",Colgate,Higiene Oral,"R$ 19,99","R$ 22,39","R$ 22,39","R$ 19,99","R$ 19,99"
Escova Dental Colgate Ultra Soft Com 2 Unidades,"R$ 35,99",Colgate,Higiene Oral,"R$ 35,99","R$ 35,99","R$ 35,99","R$ 35,99","R$ 35,99"
Escova Dental Colgate Zig Zag Com 4 Unidades,"R$ 19,90",Colgate,Higiene Oral,"R$ 19,90","R$ 24,89","R$ 24,89","R$ 24,89","R$ 19,90"
Escova Dental Condor Baby Galinha Pintadinha,"R$ 21,99",Condor,Higiene Oral,"R$ 21,99","R$ 21,99","R$ 21,99","R$ 21,99","R$ 21,99"
Escova Dental Condor Comfort Com 2 Unidades,"R$ 10,99",Condor,Higiene Oral,"R$ 10,99","R$ 10,99","R$ 10,99","R$ 10,99","R$ 10,99"
Escova Dental Condor Dynamic Com 3 Unidades,"R$ 18,99",Condor,Higiene Oral,"R$ 18,99","R$ 18,99","R$ 18,99","R$ 18,99","R$ 18,99"
Escova Dental Condor Infantil Avenger Grátis Estojo,"R$ 12,69",Condor,Higiene Oral,"R$ 12,69","R$ 12,69","R$ 12,69","R$ 12,69","R$ 12,69"
Escova Dental Condor Multisoft Leve 2 Pague 1,"R$ 16,99",Condor,Higiene Oral,"R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99"
Escova Dental Condor Plus Leve 3 Pague 2,"R$ 6,29",Condor,Higiene Oral,"R$ 6,29","R$ 6,29","R$ 6,29","R$ 6,29","R$ 6,29"
Escova Dental Condor Sensitive Black Leve 2 Pague 1,"R$ 16,99",Condor,Higiene Oral,"R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99"
Escova Dental Condor Trip Leve 2 Pague 1,"R$ 6,49",Condor,Higiene Oral,"R$ 6,49","R$ 6,49","R$ 6,49","R$ 6,49","R$ 6,49"
Escova Dental Curaprox Adulto Super Macia Unidade,"R$ 36,99",Curaprox,Higiene Oral,"R$ 36,99","R$ 36,99","R$ 36,99","R$ 36,99","R$ 36,99"
Escova Dental Curaprox Duo Especial Edition Com 2 Unidades,"R$ 69,90",Curaprox,Higiene Oral,"R$ 69,90","R$ 69,90","R$ 69,90","R$ 69,90","R$ 69,90"
Escova Dental Curaprox Special Edition Com 3 Unidades,"R$ 89,90",Curaprox,Higiene Oral,"R$ 89,90","R$ 99,90","R$ 99,90","R$ 99,90","R$ 89,90"
Escova Dental Curaprox Ultra Macia,"R$ 36,99",Curaprox,Higiene Oral,"R$ 36,99","R$ 36,99","R$ 36,99","R$ 36,99","R$ 36,99"
Escova Dental Curaprox Velvet Ultra Macia Unidade,"R$ 42,90",Curaprox,Higiene Oral,"R$ 42,90","R$ 46,99","R$ 46,99","R$ 46,99","R$ 42,90"
Escova Dental Elétrica Oral B Refil Frozen Com 2 Unidades,"R$ 54,90",Oral-B,Higiene Oral,"R$ 54,90","R$ 54,90","R$ 54,90","R$ 54,90","R$ 54,90"
Escova Dental Elétrica Oral-B Infantil Carros,,Oral-B,Higiene Bucal Infantil,,0,0,,
Escova Dental Elétrica Oral-B Infantil Disney Princess,,Oral-B,Higiene Bucal Infantil,,0,0,,
Escova Dental Elétrica Oral-B Refil Pro Saúde Com 4 Unidades,"R$ 93,90",Oral-B,Higiene Oral,"R$ 93,90","R$ 93,90","R$ 93,90","R$ 93,90","R$ 93,90"
Escova Dental Elétrica Oral-B Vitality 127v,"R$ 199,90",Oral-B,Higiene Oral,"R$ 199,90","R$ 199,90","R$ 199,90","R$ 199,90","R$ 199,90"
Escova Dental Elétrica Oral-B Vitality 220v,"R$ 199,90",Oral-B,Higiene Oral,"R$ 199,90","R$ 199,90","R$ 199,90","R$ 199,90","R$ 199,90"
Escova Dental Elétrica Oral-B Vitality Kids Frozen Bi-Volt,"R$ 284,90",Oral-B,Higiene Oral,"R$ 284,90","R$ 284,90","R$ 284,90","R$ 284,90","R$ 284,90"
Escova Dental Elétrica Philips For Kids Colgate Infantil +3,"R$ 252,94",Colgate,Higiene Bucal Infantil,"R$ 252,94","R$ 259,99","R$ 259,99","R$ 360,40","R$ 252,94"
Escova Dental Infantil Colgate Agnes & Fluffy Com 2 Unidades,"R$ 25,99",Colgate,Higiene Bucal Infantil,"R$ 25,99","R$ 29,99","R$ 29,99","R$ 28,99","R$ 25,99"
Escova Dental Infantil Colgate Smiles +6 Anos Teen Titans,"R$ 16,99",Colgate,Higiene Bucal Infantil,"R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99"
Escova Dental Infantil Colgate Smiles 2-5 Agnes & Fluffy Com 2 Unidades,"R$ 25,99",Colgate,Higiene Bucal Infantil,"R$ 25,99","R$ 29,99","R$ 29,99","R$ 28,99","R$ 25,99"
Escova Dental Infantil Condor Barbie Grátis Estojo,"R$ 12,69",Condor,Higiene Oral,"R$ 12,69","R$ 12,69","R$ 12,69","R$ 12,69","R$ 12,69"
Escova Dental Infantil Oral-B + Creme Dental Frozen 75ml,"R$ 28,99",Oral-B,Higiene Bucal Infantil,"R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99"
Escova Dental Infantil Oral-B Homem Aranha,"R$ 24,99",Oral-B,Higiene Bucal Infantil,"R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99"
Escova Dental Infantil Oral-B Mickey 1 Unidade,"R$ 8,79",Oral-B,Higiene Bucal Infantil,"R$ 8,79","R$ 8,79","R$ 8,79","R$ 8,79","R$ 8,79"
Escova Dental Infantil Oral-B Mickey 2 Unidades,"R$ 13,99",Oral-B,Higiene Bucal Infantil,"R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99","R$ 13,99"
Escova Dental Infantil Tandy Kids Com 2 Unidades,"R$ 9,79",Tandy,Higiene Bucal Infantil,"R$ 9,79","R$ 13,69","R$ 13,69","R$ 13,99","R$ 9,79"
Escova Dental Johnson'S Reach Access Leve 2 Pague 1,"R$ 19,99",Johnson'S,Higiene Oral,"R$ 19,99","R$ 19,99","R$ 19,99","R$ 19,99","R$ 19,99"
Escova Dental Johnson'S Reach Macia Grande Leve 3 Pague 2,,Johnson'S,Higiene Oral,,0,0,,
Escova Dental Johnson'S Reach Profissional Média,"R$ 18,79",Johnson'S,Higiene Oral,"R$ 18,79","R$ 18,79","R$ 18,79","R$ 18,79","R$ 18,79"
Escova Dental Johnson's Reach Eco Essencial Média,"R$ 8,49",Johnson'S,Higiene Oral,"R$ 8,49","R$ 8,49","R$ 8,49","R$ 8,49","R$ 8,49"
Escova Dental Oral-B 123 Leve 3 Pague 2,"R$ 12,39",Oral-B,Higiene Oral,"R$ 12,39","R$ 12,39","R$ 12,39","R$ 12,39","R$ 12,39"
Escova Dental Oral-B 3d White Whitening Therapy Purification Com 2 Unidades,"R$ 33,99",Oral-B,Higiene Oral,"R$ 33,99","R$ 33,99","R$ 33,99","R$ 33,99","R$ 33,99"
Escova Dental Oral-B 5 Ações Com 2 Unidades,"R$ 28,99",Oral-B,Higiene Oral,"R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99"
Escova Dental Oral-B Advanced Com 4 Unidades,"R$ 39,90",Oral-B,Higiene Oral,"R$ 45,99","R$ 45,99","R$ 45,99","R$ 39,90","R$ 39,90"
Escova Dental Oral-B Classic Com 3 Unidades,"R$ 21,98",Oral-B,Higiene Oral,"R$ 21,98","R$ 21,98","R$ 21,98","R$ 21,98","R$ 21,98"
Escova Dental Oral-B Color Collection Pack Familiar,"R$ 32,99",Oral-B,Higiene Oral,"R$ 32,99","R$ 32,99","R$ 32,99","R$ 32,99","R$ 32,99"
Escova Dental Oral-B Complete 5 Ações de Limpeza 40 Macia Com 2 Unidades,"R$ 24,99",Oral-B,Higiene Oral,"R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99","R$ 24,99"
Escova Dental Oral-B Complete Limpeza Profunda 2 em 1,"R$ 16,99",Oral-B,Higiene Oral,"R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99","R$ 16,99"
Escova Dental Oral-B Elétrica 3v Pro-Saúde,"R$ 99,98",Oral-B,Higiene Oral,"R$ 99,98","R$ 99,98","R$ 99,98","R$ 99,98","R$ 99,98"
Escova Dental Oral-B Iconic Com 3 Unidades,,Oral-B,Higiene Oral,,0,0,,
Escova Dental Oral-B Indicator Color Collection Com 4 Unidades,"R$ 34,99",Oral-B,Higiene Oral,"R$ 34,99","R$ 34,99","R$ 34,99","R$ 34,99","R$ 34,99"
Escova Dental Oral-B Indicator Plus 30 Com 2 Unidades,"R$ 21,99",Oral-B,Higiene Oral,"R$ 21,99","R$ 21,99","R$ 21,99","R$ 21,99","R$ 21,99"
Escova Dental Oral-B Indicator Plus 35 Com 2 Unidades,"R$ 21,99",Oral-B,Higiene Oral,"R$ 21,99","R$ 21,99","R$ 21,99","R$ 21,99","R$ 21,99"
Escova Dental Oral-B Indicator Plus 40 Com 2 Unidades,"R$ 21,99",Oral-B,Higiene Oral,"R$ 21,99","R$ 21,99","R$ 21,99","R$ 21,99","R$ 21,99"
Escova Dental Oral-B Kids Mickey Disney Com 4 Unidades,"R$ 23,99",Oral-B,Higiene Bucal Infantil,"R$ 23,99","R$ 23,99","R$ 23,99","R$ 23,99","R$ 23,99"
Escova Dental Oral-B Macia 7 Benefícios Com 2 Unidades,"R$ 29,99",Oral-B,Higiene Oral,"R$ 29,99","R$ 29,99","R$ 29,99","R$ 29,99","R$ 29,99"
Escova Dental Oral-B Média 123,"R$ 6,29",Oral-B,Higiene Oral,"R$ 6,29","R$ 6,29","R$ 6,29","R$ 6,29","R$ 6,29"
Escova Dental Oral-B Média Pro,"R$ 3,99",Oral-B,Higiene Oral,"R$ 3,99","R$ 3,99","R$ 3,99","R$ 3,99","R$ 3,99"
Escova Dental Oral-B Purification Gold Collection Com 4 Unidades,"R$ 44,99",Oral-B,Higiene Oral,"R$ 44,99","R$ 44,99","R$ 44,99","R$ 44,99","R$ 44,99"
Escova Dental Oral-B Sensitive Indicator Black Com 2 Unidades,"R$ 20,99",Oral-B,Higiene Oral,"R$ 20,99","R$ 20,99","R$ 20,99","R$ 20,99","R$ 20,99"
Escova Dental Oral-B Sensitive Indicator Black Com 3 Unidades,"R$ 27,99",Oral-B,Higiene Oral,"R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99","R$ 27,99"
Escova Dental Oral-B Ultrafina Com 2 Unidades,"R$ 30,99",Oral-B,Higiene Oral,"R$ 30,99","R$ 30,99","R$ 30,99","R$ 30,99","R$ 30,99"
Escova Dental Oral-B Ultrafino Detox 3 unidades,"R$ 36,99",Oral-B,Higiene Oral,"R$ 36,99","R$ 36,99","R$ 36,99","R$ 36,99","R$ 36,99"
Escova Dental Sanifill Deep Clean Leve 3 Pague 2,"R$ 25,99",Sanifill,Higiene Oral,"R$ 25,99","R$ 26,99","R$ 25,99","R$ 26,99","R$ 25,99"
Escova Dental Sanifill Essencial Leve 3 Pague 2,"R$ 10,99",Sanifill,Higiene Oral,"R$ 10,99","R$ 14,99","R$ 10,99","R$ 14,99","R$ 10,99"
Escova Dental Sanifill Infinite Leve 3 Pague 2,"R$ 25,99",Sanifill,Higiene Oral,"R$ 25,99","R$ 31,99","R$ 25,99","R$ 31,99","R$ 25,99"
Escova Dental Sanifill Whitening Leve 3 Pague 2,"R$ 21,98",Sanifill,Higiene Oral,"R$ 21,98","R$ 21,98","R$ 25,99","R$ 21,98","R$ 25,99"
Escova Dental Sensodyne 50% Desconto 2 Unidades Extra Macia,,Sensodyne,Higiene Oral,,0,0,,
Escova Dental Sensodyne 50% Desconto 2 Unidades Repara Pro,"R$ 38,99",Sensodyne,Higiene Oral,"R$ 38,99","R$ 38,99","R$ 38,99","R$ 38,99","R$ 38,99"
Escova Dental Sensodyne Gentle Com 3 Unidades,,Sensodyne,Higiene Oral,,0,0,,
Escova Dental Sensodyne Macia Proteção Completa,"R$ 27,99",Sensodyne,Higiene Oral,"R$ 27,99","R$ 22,90","R$ 27,99","R$ 27,99","R$ 27,99"
Escova Dental Sensodyne Macia Proteção Completa Com 2 Unidades,"R$ 56,90",Sensodyne,Higiene Oral,"R$ 56,90","R$ 42,90","R$ 56,90","R$ 56,90","R$ 56,90"
Escova Dental Sensodyne Multi Proteção Unidade,"R$ 18,66",Sensodyne,Higiene Oral,"R$ 18,66","R$ 12,90","R$ 18,66","R$ 18,66","R$ 18,66"
Escova Dental Sorriso Fresh Com 5 Unidades,"R$ 22,49",Sorriso,Higiene Oral,"R$ 22,49","R$ 23,99","R$ 23,99","R$ 32,89","R$ 22,49"
Escova Dental Sorriso Infusão de Carvão Com 2 Unidades,"R$ 14,69",Sorriso,Higiene Oral,"R$ 14,69","R$ 15,19","R$ 15,19","R$ 19,69","R$ 14,69"
Escova Dental Sorriso Tripla Com 2 Unidades,"R$ 11,99",Sorriso,Higiene Oral,"R$ 11,99","R$ 11,99","R$ 11,99","R$ 11,99","R$ 11,99"
Escova Dental Sorriso Tripla Leve 3 Pague 2,"R$ 13,98",Sorriso,Higiene Oral,"R$ 13,98","R$ 14,79","R$ 14,79","R$ 13,98","R$ 13,98"
Escova Interdental Bitufo Inter Clean Extra Fina Com 6 Unidades,"R$ 28,99",Bitufo,Higiene Oral,"R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99"
Escova Interdental Bitufo Inter Clean Ultra Fina Com 6 Unidades,"R$ 28,99",Bitufo,Higiene Oral,"R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99","R$ 28,99"
Escova Kuka Dupla Ação Baby Rosa,"R$ 41,99",Kuka,Acessórios Infantis,"R$ 41,99","R$ 41,99","R$ 41,99","R$ 41,99","R$ 41,99"
Escova Lava Cantos Condor,"R$ 18,79",Condor,Utensílios de limpeza,"R$ 18,79","R$ 18,79","R$ 18,79","R$ 18,79","R$ 18,79"
Escova Luxpet Removedor de Pelos Pequenos,"R$ 21,99",Luxpet,Higiene Animal,"R$ 21,99","R$ 18,90","R$ 18,90","R$ 18,90","R$ 16,99"
Escova Luxpet Removedora de Pelos Unidade,"R$ 49,99",Luxpet,Higiene Animal,"R$ 49,99",,,"R$ 39,90","R$ 39,90"
Escova Masculina de Cabelo Ricca Oval,"R$ 3,99",Ricca,Cabelos,"R$ 3,99","R$ 3,99","R$ 3,99","R$ 3,99","R$ 3,99"
Escova Melare Sanny Nylon Com Estojo,"R$ 18,99",Melare,Utensílios de limpeza,"R$ 18,99","R$ 18,99","R$ 18,99","R$ 18,99","R$ 18,99"
Escova Multiuso Condor Com Cabo Emborrachado,"R$ 15,69",Condor,Corpo,"R$ 15,69","R$ 15,69","R$ 15,69","R$ 15,69","R$ 15,69"
Escova Multiuso Condor Para Lavar Roupas Unidade,"R$ 6,99",Condor,Utensílios de limpeza,"R$ 6,99","R$ 6,99","R$ 6,99","R$ 6,99","R$ 6,99"
Escova Para Sapatos Condor,"R$ 64,90",Condor,Calçados,"R$ 64,90","R$ 64,90","R$ 64,90","R$ 64,90","R$ 64,90"
Escova Rasqueadeira Smart Luxpet Removedor de Pelos,"R$ 27,99",Luxpet,Higiene Animal,"R$ 27,99","R$ 24,90","R$ 24,90","R$ 24,90","R$ 22,90"
